symbol,side,type,price,timestamp
FB,buy,market,,1608921905.6349494
FB,sell,limit,266.86,1608921906.1062434
AMZN,buy,limit,3170.45,1608921907.1060019
TSLA,buy,market,,1608921907.717125
TSLA,sell,limit,658.87,1608921908.1656098
FB,sell,limit,266.37,1608921908.5386088
AMZN,sell,limit,3171.48,1608921909.466407
AMZN,sell,limit,3170.81,1608921909.8895686
FB,sell,market,,1608921910.6655056
FB,buy,limit,266.15,1608921910.7420852
AMZN,sell,limit,3170.73,1608921911.2940793
FB,sell,limit,266.75,1608921912.09153
GOOG,buy,limit,1732.36,1608921912.4975028
FB,sell,market,,1608921913.0868883
GOOG,sell,market,,1608921914.0135329
AMZN,buy,limit,3170.5,1608921914.7781124
TSLA,buy,limit,658.48,1608921914.9956775
GOOG,sell,limit,1732.55,1608921915.3477736
FB,sell,limit,265.27,1608921915.5788438
AAPL,sell,limit,130.03,1608921915.8427963
GOOG,buy,limit,1732.44,1608921916.2035983
AAPL,sell,market,,1608921916.4099455
AMZN,buy,limit,3171.48,1608921917.2703426
FB,sell,limit,,1608921917.744863
FB,sell,market,,1608921918.607444
FB,sell,market,,1608921919.275017
AMZN,sell,market,,1608921919.6019108
GOOG,buy,market,,1608921920.4125836
FB,buy,market,,1608921920.9145846
TSLA,buy,market,,1608921921.7678735
TSLA,buy,market,,1608921922.341677
TSLA,sell,limit,659.57,1608921923.0399983
AAPL,buy,limit,130.25,1608921923.9543607
GOOG,sell,market,,1608921924.645258
AMZN,sell,limit,3171.04,1608921924.7042637
TSLA,buy,limit,,1608921924.8690333
AMZN,buy,limit,3171.22,1608921925.80146
GOOG,sell,limit,1732.33,1608921926.4328744
AMZN,buy,market,,1608921927.4018223
GOOG,sell,limit,1733.17,1608921927.9229658
AAPL,sell,market,,1608921928.328047
AAPL,sell,limit,130.95,1608921929.0244374
GOOG,buy,limit,1732.09,1608921929.4708216
AAPL,buy,market,,1608921930.2762058
GOOG,sell,market,,1608921931.0449774
TSLA,sell,limit,659.19,1608921931.773238
TSLA,sell,limit,659.78,1608921932.1777482
GOOG,buy,limit,1732.69,1608921932.9751906
TSLA,sell,market,,1608921933.5376894
GOOG,sell,market,,1608921934.35727
TSLA,sell,market,,1608921934.5760758
AMZN,buy,limit,3170.82,1608921935.3121133
AAPL,sell,market,,1608921935.7079964
GOOG,buy,limit,1732.67,1608921935.8581707
AMZN,buy,market,,1608921936.4240801
AAPL,sell,market,,1608921936.616707
AAPL,buy,market,,1608921937.337396
AAPL,sell,market,,1608921937.9388576
AMZN,buy,limit,3171.59,1608921938.2594962
FB,sell,market,,1608921939.0736
TSLA,buy,market,,1608921940.0040517
AAPL,sell,market,,1608921940.1718235
AAPL,sell,market,,1608921940.2271883
AAPL,sell,limit,130.09,1608921940.7481236
FB,sell,limit,266.15,1608921940.996474
TSLA,sell,limit,658.04,1608921941.9796164
AMZN,sell,limit,3170.34,1608921942.070315
AMZN,buy,market,,1608921942.5935256
AMZN,sell,limit,3170.88,1608921943.35217
AAPL,sell,market,,1608921943.5134323
AMZN,buy,market,,1608921944.4490755
AAPL,sell,limit,131.59,1608921945.2737286
AAPL,sell,limit,131.68,1608921946.0157084
GOOG,sell,market,,1608921946.466327
TSLA,buy,limit,658.49,1608921946.8941267
FB,sell,limit,266.12,1608921947.5650632
AMZN,buy,market,,1608921947.8079166
FB,sell,market,265.71,1608921948.0263941
GOOG,buy,market,,1608921948.2179751
AAPL,sell,market,,1608921949.0774753
AMZN,sell,market,,1608921949.690718
AMZN,sell,limit,3170.75,1608921950.5825257
AMZN,sell,limit,3170.68,1608921951.4036453
GOOG,buy,limit,1732.37,1608921951.4954007
AAPL,buy,limit,131.32,1608921951.5439372
GOOG,buy,market,,1608921951.826537
AAPL,buy,limit,130.82,1608921952.0980814
GOOG,buy,market,,1608921953.0221572
AMZN,sell,market,,1608921953.1022387
AMZN,sell,market,,1608921953.3583338
AMZN,buy,market,,1608921953.9151287
TSLA,sell,limit,,1608921954.385629
TSLA,sell,market,,1608921954.8511887
TSLA,sell,limit,658.19,1608921955.6443732
FB,sell,market,,1608921955.69179
FB,sell,market,,1608921955.9429388
GOOG,buy,market,,1608921956.301407
TSLA,sell,market,,1608921956.804995
GOOG,buy,limit,1733.14,1608921957.4330344
FB,buy,limit,266.72,1608921958.2145367
GOOG,buy,limit,1732.53,1608921958.3072693
AMZN,buy,limit,3171.2,1608921958.6063638
GOOG,sell,limit,1733.85,1608921959.5828502
TSLA,sell,market,,1608921960.2987115
TSLA,buy,market,,1608921960.4232414
AAPL,sell,limit,131.91,1608921960.9442103
TSLA,sell,market,,1608921961.5775402
TSLA,buy,limit,658.16,1608921962.1579163
AAPL,buy,market,,1608921963.0017457
AAPL,buy,market,,1608921963.2026455
FB,sell,market,,1608921963.6849713
GOOG,sell,market,,1608921964.671275
TSLA,buy,limit,659.33,1608921965.4878752
GOOG,buy,limit,1732.26,1608921965.8079882
FB,sell,limit,265.82,1608921966.7209089
TSLA,buy,limit,659.15,1608921966.8698454
AMZN,buy,market,,1608921967.4855077
AMZN,buy,limit,3170.89,1608921968.0977318
AAPL,sell,limit,131.01,1608921968.999156
FB,buy,market,,1608921969.4713686
GOOG,sell,market,1732.45,1608921969.5781431
GOOG,buy,market,,1608921969.754854
GOOG,buy,market,,1608921970.088061
FB,sell,market,,1608921970.685617
FB,sell,limit,266.21,1608921971.338822
FB,buy,market,,1608921972.0995173
FB,buy,limit,266.13,1608921973.07718
FB,buy,limit,265.94,1608921973.2005682
TSLA,sell,market,,1608921973.2459054
FB,sell,limit,266.56,1608921973.706909
FB,buy,limit,265.37,1608921973.9601693
AAPL,buy,market,,1608921974.6430118
GOOG,sell,market,1733.96,1608921975.4384599
GOOG,buy,limit,1732.42,1608921976.009434
TSLA,buy,market,,1608921976.946359
TSLA,buy,limit,658.43,1608921977.9303544
AMZN,sell,limit,3171.98,1608921978.7670343
AMZN,buy,limit,3171.1,1608921979.6825743
GOOG,buy,limit,1733.82,1608921980.4832182
FB,sell,market,,1608921981.268981
AAPL,buy,limit,131.58,1608921981.3490884
GOOG,sell,market,,1608921982.0637443
AMZN,buy,limit,3171.36,1608921982.9150736
GOOG,buy,limit,1733.61,1608921983.090073
GOOG,sell,market,,1608921983.6747797
AMZN,sell,market,3170.82,1608921984.510075
GOOG,buy,limit,1732.94,1608921984.716852
AMZN,sell,market,,1608921985.4983666
AMZN,buy,market,,1608921986.1458735
FB,sell,limit,266.75,1608921986.1671329
GOOG,buy,limit,1732.32,1608921986.9375865
FB,sell,market,,1608921987.5483983
FB,buy,market,,1608921987.822224
AMZN,sell,limit,3170.17,1608921988.7477684
AMZN,buy,limit,3171.73,1608921988.9046295
TSLA,sell,market,,1608921989.0060954
FB,buy,limit,265.4,1608921989.637898
AAPL,sell,limit,,1608921990.2083309
FB,buy,limit,266.31,1608921990.4954607
TSLA,sell,limit,658.4,1608921990.6661701
FB,sell,limit,266.82,1608921991.4292316
AMZN,buy,limit,3171.54,1608921991.9335387
AAPL,buy,market,,1608921992.5374796
TSLA,buy,limit,659.38,1608921992.662711
AMZN,buy,market,,1608921993.1238441
GOOG,buy,limit,1733.33,1608921993.9877377
FB,buy,limit,266.8,1608921994.1577916
GOOG,buy,limit,1733.56,1608921994.9939144
FB,sell,limit,265.72,1608921995.0605621
GOOG,buy,limit,1733.32,1608921995.7142415
FB,sell,limit,265.65,1608921995.939056
FB,sell,limit,,1608921996.275482
AAPL,sell,market,,1608921996.7362475
GOOG,sell,limit,1732.16,1608921997.1607924
AMZN,sell,limit,,1608921997.8961287
TSLA,sell,limit,658.86,1608921998.8512633
FB,sell,limit,265.97,1608921999.015185
AAPL,sell,limit,130.38,1608921999.8250737
FB,buy,limit,265.56,1608921999.840332
GOOG,sell,market,,1608922000.5498872
AAPL,sell,limit,130.84,1608922000.7520761
GOOG,buy,limit,1733.05,1608922001.6540053
FB,sell,limit,266.57,1608922002.1282444
AMZN,buy,limit,3170.8,1608922002.7819624
AMZN,sell,limit,3171.25,1608922003.3078835
AAPL,buy,market,,1608922003.8352416
FB,buy,market,,1608922004.0587854
GOOG,buy,market,,1608922004.1862595
AMZN,buy,market,,1608922004.848422
GOOG,sell,limit,1732.86,1608922005.2211795
AMZN,buy,market,,1608922005.778444
AAPL,sell,limit,130.24,1608922006.128529
TSLA,buy,limit,659.65,1608922006.5809748
GOOG,buy,limit,1733.46,1608922006.9548123
FB,buy,limit,266.54,1608922007.3544745
GOOG,sell,limit,1732.04,1608922008.1084578
AMZN,buy,market,,1608922008.5378392
TSLA,buy,limit,659.79,1608922009.2024274
TSLA,sell,market,,1608922009.7385917
AMZN,sell,limit,3171.31,1608922010.3124
GOOG,sell,market,,1608922011.0396156
TSLA,sell,limit,658.72,1608922011.9284887
GOOG,sell,market,,1608922012.3874042
AAPL,buy,limit,131.61,1608922012.4971442
TSLA,buy,limit,659.68,1608922013.1564596
FB,sell,market,,1608922013.937337
AMZN,sell,limit,3171.59,1608922014.507405
FB,buy,limit,266.4,1608922015.4749591
TSLA,buy,market,,1608922016.043714
GOOG,sell,market,,1608922016.8099034
AMZN,sell,limit,3170.9,1608922017.307761
GOOG,sell,market,,1608922018.0007336
TSLA,buy,market,,1608922018.511734
FB,sell,market,,1608922019.1652524
TSLA,buy,market,,1608922019.761921
TSLA,buy,limit,659.48,1608922019.8744977
AAPL,buy,limit,130.18,1608922019.9792979
AMZN,sell,market,,1608922020.3396978
GOOG,sell,market,,1608922021.3068688
FB,sell,limit,265.2,1608922021.680197
TSLA,sell,market,,1608922022.1892576
GOOG,sell,market,,1608922023.0569198
GOOG,sell,market,,1608922023.2037313
AMZN,buy,limit,3171.62,1608922023.4356005
AAPL,sell,limit,131.26,1608922023.4723356
TSLA,buy,limit,658.24,1608922023.4844666
FB,sell,limit,266.39,1608922023.6520627
GOOG,buy,market,,1608922024.203501
AAPL,sell,limit,130.92,1608922024.8307776
GOOG,sell,market,,1608922025.3627474
GOOG,buy,limit,1733.25,1608922026.1420772
GOOG,sell,limit,1732.16,1608922026.6508362
FB,buy,limit,265.79,1608922027.3778498
AAPL,buy,limit,131.91,1608922027.5167873
AAPL,buy,limit,130.98,1608922028.0297463
AMZN,sell,market,,1608922028.9912586
FB,sell,market,,1608922029.9630282
AAPL,sell,market,,1608922030.2461054
FB,buy,limit,,1608922030.2948937
AAPL,buy,market,,1608922030.4109383
AAPL,sell,market,,1608922031.3695738
AMZN,sell,limit,3171.8,1608922031.9958584
FB,buy,market,,1608922032.9542785
TSLA,buy,market,,1608922033.0899854
GOOG,sell,market,,1608922033.547334
AMZN,buy,limit,3171.12,1608922034.2082741
FB,sell,market,,1608922034.3599343
TSLA,buy,market,,1608922034.6948502
AAPL,sell,market,,1608922034.8113093
AMZN,buy,market,,1608922035.4701018
GOOG,sell,limit,1732.8,1608922036.253097
FB,buy,market,266.77,1608922036.6453168
AAPL,sell,limit,131.75,1608922037.4928832
TSLA,sell,limit,658.48,1608922038.4398935
AAPL,sell,market,,1608922039.0021038
FB,buy,market,,1608922039.9328465
GOOG,sell,limit,1733.82,1608922039.9798243
GOOG,buy,limit,1732.74,1608922040.797172
TSLA,buy,market,,1608922041.2469387
AMZN,buy,limit,3170.41,1608922042.1740818
TSLA,buy,market,,1608922042.990988
FB,sell,market,,1608922043.5266151
TSLA,sell,limit,658.15,1608922044.384601
AAPL,buy,limit,131.77,1608922045.0422006
GOOG,buy,market,,1608922045.7448385
FB,buy,limit,266.53,1608922046.379549
AMZN,buy,limit,3171.83,1608922046.4704704
GOOG,buy,limit,1732.97,1608922047.4304678
GOOG,sell,market,,1608922047.6422262
TSLA,sell,market,,1608922048.1013339
AMZN,sell,market,,1608922048.3469944
FB,buy,market,,1608922048.79695
GOOG,buy,market,,1608922049.6777568
AAPL,sell,limit,130.08,1608922049.7370791
TSLA,buy,market,,1608922049.9383507
TSLA,sell,market,,1608922050.3792682
GOOG,buy,limit,1733.93,1608922050.9644127
FB,sell,market,,1608922051.8655307
TSLA,sell,market,,1608922052.3995595
GOOG,buy,limit,1733.08,1608922052.9502358
TSLA,buy,limit,658.06,1608922053.2292135
AMZN,sell,limit,3170.36,1608922053.5841346
FB,buy,market,,1608922054.2160869
AMZN,sell,limit,3171.97,1608922054.35475
FB,sell,limit,265.32,1608922054.8631651
FB,buy,market,,1608922055.8395386
AAPL,sell,market,,1608922056.2330093
GOOG,buy,limit,1732.75,1608922057.0620775
AMZN,buy,market,3170.28,1608922057.9700084
GOOG,sell,market,,1608922058.695113
FB,sell,limit,265.22,1608922059.5873563
GOOG,buy,market,,1608922059.6680036
TSLA,sell,market,,1608922060.0937421
GOOG,buy,limit,1732.49,1608922060.9426162
AMZN,sell,limit,3170.41,1608922061.334632
AAPL,buy,market,,1608922061.4311068
FB,sell,market,,1608922062.281253
GOOG,buy,market,,1608922062.8234322
GOOG,buy,limit,1733.45,1608922063.6736383
AMZN,buy,market,,1608922064.3232422
AMZN,sell,market,,1608922064.7698069
AMZN,sell,market,,1608922065.7219112
FB,sell,limit,266.71,1608922066.4932194
AAPL,sell,limit,131.74,1608922067.3997815
GOOG,sell,market,1732.78,1608922068.1696157
GOOG,sell,market,,1608922068.980055
TSLA,sell,limit,659.7,1608922069.6915228
AMZN,buy,limit,3171.4,1608922070.350213
GOOG,buy,limit,1733.53,1608922071.275992
FB,buy,market,,1608922072.0129137
FB,sell,market,,1608922072.7154617
GOOG,sell,market,,1608922073.3649228
AMZN,buy,market,,1608922074.0710394
FB,sell,market,,1608922074.4053953
GOOG,buy,limit,1732.92,1608922074.7904873
AMZN,buy,limit,3170.32,1608922075.7721283
AMZN,buy,limit,3170.66,1608922076.577624
FB,buy,limit,265.47,1608922076.8011916
GOOG,sell,market,,1608922077.5388017
TSLA,buy,market,,1608922077.6880965
AAPL,buy,market,,1608922077.771405
GOOG,sell,limit,1732.61,1608922078.0014021
FB,sell,limit,266.94,1608922078.8882017
GOOG,buy,limit,1733.07,1608922078.9613302
GOOG,sell,market,,1608922079.0350199
AMZN,buy,market,,1608922079.676313
AMZN,sell,market,,1608922080.4768507
GOOG,sell,market,,1608922081.3106678
AAPL,sell,market,,1608922081.4147198
AMZN,sell,market,,1608922081.4924514
TSLA,sell,limit,658.27,1608922082.317895
FB,buy,limit,265.59,1608922083.2101297
TSLA,buy,limit,658.78,1608922084.1669695
TSLA,buy,market,,1608922084.8908439
GOOG,sell,market,,1608922085.1154165
AAPL,sell,limit,130.95,1608922085.445788
GOOG,sell,limit,1732.59,1608922085.5335183
FB,sell,market,265.38,1608922086.4076455
FB,buy,market,,1608922086.6926274
TSLA,sell,market,,1608922087.0848756
TSLA,buy,limit,658.54,1608922087.2406588
GOOG,buy,limit,1732.64,1608922087.9796565
AMZN,buy,market,,1608922088.5070102
AAPL,buy,limit,131.54,1608922089.226643
GOOG,buy,market,,1608922089.3507457
AAPL,buy,limit,131.64,1608922090.2274501
FB,buy,market,,1608922091.1373756
AAPL,buy,market,,1608922091.1664653
TSLA,sell,limit,659.58,1608922091.5168
TSLA,buy,market,,1608922092.0814605
AAPL,buy,limit,130.76,1608922092.1296053
TSLA,buy,market,,1608922092.9642367
TSLA,sell,market,,1608922093.619514
FB,buy,limit,266.34,1608922094.486689
GOOG,buy,limit,1732.05,1608922094.5364878
AAPL,sell,limit,130.23,1608922094.7225993
GOOG,buy,market,,1608922095.1127317
FB,sell,limit,266.46,1608922095.3789036
AMZN,sell,limit,3170.9,1608922095.7412968
GOOG,sell,market,,1608922096.2943566
FB,buy,market,,1608922096.4649112
TSLA,sell,market,,1608922096.9728007
FB,buy,limit,265.3,1608922097.320698
AAPL,sell,limit,131.54,1608922097.678747
AAPL,sell,market,,1608922098.0644011
GOOG,buy,market,,1608922098.9260588
GOOG,sell,market,,1608922099.0769207
GOOG,buy,market,1733.18,1608922099.8536065
GOOG,sell,limit,1732.28,1608922100.7198362
TSLA,sell,limit,658.45,1608922101.3847358
GOOG,sell,market,,1608922101.781755
FB,buy,limit,265.68,1608922102.1095645
AMZN,buy,limit,3170.89,1608922102.4111333
AAPL,sell,market,,1608922102.8317318
FB,buy,limit,265.95,1608922103.0813017
TSLA,buy,limit,658.77,1608922103.1645179
AMZN,sell,market,,1608922104.0348942
FB,buy,market,,1608922104.3946679
FB,sell,market,,1608922104.5612354
AAPL,buy,market,,1608922105.2918088
AMZN,sell,market,,1608922105.8381696
GOOG,sell,market,,1608922106.059491
AMZN,buy,market,,1608922106.2002063
GOOG,buy,market,,1608922106.2778187
AAPL,buy,market,,1608922107.1199253
GOOG,buy,market,,1608922107.7715716
AMZN,sell,limit,3171.19,1608922107.9464192
AMZN,sell,market,,1608922108.7149308
GOOG,buy,market,,1608922108.8171165
AAPL,buy,market,,1608922108.8558803
GOOG,buy,market,,1608922109.4206853
GOOG,sell,market,,1608922110.260904
TSLA,buy,market,,1608922110.6651707
GOOG,buy,limit,1732.6,1608922111.62735
FB,buy,limit,265.82,1608922111.9331586
GOOG,sell,market,,1608922112.5515416
GOOG,sell,limit,1733.68,1608922112.6446252
TSLA,sell,market,,1608922113.2535286
GOOG,buy,limit,1733.38,1608922113.9148157
TSLA,sell,limit,659.54,1608922114.1423724
FB,sell,limit,266.37,1608922114.3661573
AMZN,buy,limit,3171.89,1608922115.078165
FB,sell,market,,1608922115.8739488
FB,sell,limit,265.76,1608922116.7746646
GOOG,buy,market,,1608922117.7666483
TSLA,buy,market,,1608922118.4142852
TSLA,buy,market,658.97,1608922118.8015416
GOOG,buy,limit,1732.87,1608922119.209794
TSLA,sell,market,,1608922119.2702744
TSLA,buy,limit,659.18,1608922119.9739912
AAPL,buy,market,,1608922119.9905584
FB,buy,limit,,1608922120.9364393
FB,buy,limit,266.5,1608922121.0245671
AAPL,sell,limit,130.83,1608922122.0198362
FB,buy,market,,1608922122.0443618
GOOG,buy,market,,1608922122.434216
TSLA,sell,market,,1608922122.9504492
GOOG,sell,market,,1608922123.0006034
TSLA,sell,market,,1608922123.08908
AMZN,buy,market,,1608922123.713312
AMZN,buy,market,,1608922123.9812622
AMZN,sell,limit,3171.7,1608922124.699004
AMZN,buy,market,,1608922125.128943
GOOG,buy,market,,1608922126.0691838
FB,buy,limit,266.76,1608922126.5144541
AAPL,buy,market,,1608922126.549003
AMZN,sell,market,,1608922127.0417995
AMZN,buy,market,,1608922127.7977183
AAPL,buy,market,,1608922128.738064
FB,buy,limit,266.74,1608922128.9523005
FB,buy,market,,1608922129.276653
AAPL,buy,limit,130.73,1608922130.0534446
GOOG,buy,limit,1733.01,1608922130.09474
FB,buy,market,,1608922130.1952665
TSLA,sell,market,,1608922130.4479003
AMZN,buy,limit,3171.38,1608922130.650522
AAPL,buy,limit,131.53,1608922130.848539
TSLA,sell,market,,1608922130.8959618
TSLA,sell,market,,1608922131.353918
GOOG,sell,limit,1733.43,1608922131.4300942
AAPL,sell,limit,130.96,1608922131.7218099
AMZN,buy,market,,1608922132.4907176
TSLA,buy,market,,1608922132.5934393
AAPL,sell,limit,130.17,1608922133.524016
FB,sell,market,,1608922134.2147882
AAPL,buy,limit,130.29,1608922134.7568882
GOOG,sell,market,,1608922135.751587
TSLA,buy,market,,1608922136.4906828
TSLA,buy,market,,1608922137.1590474
FB,sell,market,,1608922137.5507183
AMZN,buy,limit,3170.33,1608922138.2504516
AMZN,sell,limit,3171.42,1608922139.2480447
GOOG,buy,limit,1732.08,1608922139.958006
AMZN,buy,market,,1608922140.8833845
FB,buy,market,,1608922141.0334425
GOOG,buy,limit,1733.02,1608922141.7011452
AAPL,sell,limit,130.01,1608922141.8581724
GOOG,sell,market,1733.41,1608922141.9602187
TSLA,buy,limit,659.92,1608922142.0237117
AAPL,sell,limit,131.69,1608922142.6304948
AMZN,buy,limit,3171.29,1608922143.0301895
FB,buy,market,,1608922143.350415
AAPL,sell,market,,1608922143.4761295
FB,sell,limit,266.75,1608922143.7672818
AMZN,buy,market,,1608922144.1154466
TSLA,sell,market,,1608922144.9572601
GOOG,buy,limit,1733.65,1608922145.82703
AMZN,sell,market,,1608922146.079338
AMZN,buy,market,,1608922146.9112685
AAPL,sell,limit,131.01,1608922147.146521
GOOG,sell,market,,1608922147.6938734
AAPL,buy,market,,1608922148.3869352
TSLA,sell,market,,1608922149.1891177
TSLA,sell,limit,659.64,1608922149.321454
AAPL,sell,market,,1608922150.2286599
FB,buy,market,,1608922150.586988
TSLA,buy,market,,1608922150.93466
GOOG,sell,limit,1733.25,1608922151.058983
AMZN,sell,market,,1608922151.8265257
GOOG,sell,limit,,1608922152.8048954
GOOG,sell,limit,1733.5,1608922152.9715152
GOOG,buy,market,,1608922153.414106
FB,sell,market,,1608922153.6316671
TSLA,buy,limit,659.37,1608922153.7788582
TSLA,buy,market,659.6,1608922153.8546622
AAPL,sell,market,,1608922154.0964966
AAPL,buy,market,,1608922154.5353851
GOOG,sell,market,1732.91,1608922155.2422612
GOOG,buy,limit,1733.41,1608922155.7238832
TSLA,buy,limit,659.43,1608922155.8843014
FB,sell,limit,265.83,1608922156.6447706
TSLA,sell,market,,1608922157.059521
AAPL,buy,market,,1608922157.3322976
TSLA,buy,limit,659.26,1608922157.7936108
GOOG,sell,market,,1608922157.8117402
AAPL,buy,limit,131.3,1608922157.9009748
GOOG,buy,market,,1608922158.3787255
GOOG,buy,market,,1608922159.0946658
AAPL,buy,market,,1608922159.5008628
GOOG,sell,limit,1733.94,1608922160.1516972
AMZN,sell,market,,1608922160.2921839
FB,sell,limit,266.95,1608922160.9971507
GOOG,sell,market,1733.16,1608922161.012691
AAPL,sell,limit,130.44,1608922161.3925405
AAPL,sell,limit,130.62,1608922161.8918123
TSLA,buy,market,,1608922162.1120322
AAPL,buy,limit,132.0,1608922162.311922
FB,sell,market,,1608922162.705135
TSLA,buy,market,,1608922162.7964706
FB,buy,market,266.16,1608922163.0991642
FB,buy,limit,265.52,1608922163.7167032
FB,buy,limit,265.14,1608922163.8877554
AAPL,buy,limit,131.45,1608922164.8862114
AAPL,sell,market,131.03,1608922165.6059003
GOOG,buy,limit,1733.82,1608922166.099631
FB,buy,limit,265.64,1608922166.8210237
AAPL,sell,limit,131.08,1608922167.6373134
AMZN,buy,limit,3170.78,1608922167.834845
TSLA,buy,market,,1608922168.4616058
GOOG,buy,market,,1608922169.3172061
AMZN,buy,market,,1608922169.3840492
GOOG,sell,limit,1732.74,1608922170.3630981
AAPL,buy,limit,131.05,1608922171.0615876
AMZN,sell,limit,,1608922171.6001704
AAPL,buy,limit,130.72,1608922172.1744404
TSLA,buy,market,,1608922173.113532
FB,buy,market,,1608922173.1865442
FB,buy,limit,265.51,1608922173.8209424
AMZN,sell,limit,3171.48,1608922174.4137554
GOOG,sell,limit,1733.69,1608922174.8783982
GOOG,sell,market,,1608922175.840856
TSLA,sell,limit,659.15,1608922176.1812832
TSLA,buy,market,,1608922176.9361537
AMZN,sell,market,,1608922177.5380595
AAPL,buy,market,,1608922178.1459794
TSLA,sell,market,,1608922178.887047
TSLA,buy,market,,1608922179.7387726
FB,buy,limit,266.85,1608922180.447502
GOOG,buy,market,,1608922180.8172247
TSLA,buy,limit,659.11,1608922181.7366238
FB,sell,limit,265.9,1608922182.2024534
AMZN,buy,limit,3171.17,1608922182.9540927
GOOG,sell,limit,1733.28,1608922182.981673
FB,buy,market,,1608922183.6433148
AAPL,buy,market,,1608922184.2564878
AMZN,sell,limit,3171.16,1608922184.5080347
AMZN,buy,market,,1608922185.495446
AAPL,buy,limit,130.23,1608922185.9233363
TSLA,sell,market,,1608922186.1561358
TSLA,buy,market,,1608922186.317581
AMZN,sell,market,3170.48,1608922186.4113772
TSLA,buy,market,,1608922186.5135844
TSLA,buy,market,,1608922187.1416712
FB,buy,limit,266.48,1608922187.7976775
FB,buy,limit,265.9,1608922188.5390344
GOOG,sell,limit,1732.26,1608922189.1240702
TSLA,sell,market,,1608922189.6690848
AMZN,buy,limit,3170.38,1608922189.9845335
AMZN,sell,limit,3171.79,1608922190.9740067
TSLA,buy,limit,659.04,1608922191.9233158
FB,sell,market,,1608922192.7131314
AAPL,buy,market,,1608922192.9222786
AAPL,sell,limit,131.51,1608922193.4816775
AAPL,buy,limit,130.14,1608922193.9770336
AMZN,buy,market,,1608922194.356103
FB,sell,limit,265.55,1608922194.4800162
TSLA,buy,market,,1608922195.4390953
FB,buy,market,,1608922196.0414908
FB,buy,limit,266.59,1608922196.6846764
AAPL,buy,limit,131.38,1608922197.6040928
AAPL,buy,market,,1608922198.1595008
FB,sell,limit,266.53,1608922198.9200845
TSLA,sell,market,,1608922199.2077825
AAPL,buy,market,,1608922199.6242702
FB,sell,limit,266.52,1608922200.1804955
TSLA,sell,limit,659.29,1608922200.9439132
AAPL,buy,limit,131.71,1608922201.5525866
AAPL,buy,limit,,1608922202.1741235
FB,sell,market,,1608922203.0904148
TSLA,buy,market,,1608922203.613343
TSLA,sell,limit,658.36,1608922204.0209496
TSLA,buy,market,,1608922204.680149
GOOG,buy,limit,1732.66,1608922204.9624774
AAPL,sell,market,,1608922205.634218
AAPL,sell,limit,131.74,1608922206.5068593
TSLA,buy,market,,1608922206.8757668
AAPL,buy,limit,131.66,1608922207.4710624
GOOG,sell,limit,1733.54,1608922207.779929
AMZN,buy,market,,1608922208.764758
TSLA,buy,market,658.69,1608922209.0625818
GOOG,sell,market,,1608922209.9630578
FB,sell,market,265.36,1608922210.7744157
TSLA,sell,limit,659.53,1608922210.9276977
TSLA,buy,market,,1608922211.8355339
AMZN,buy,limit,3170.91,1608922211.9336724
TSLA,buy,market,,1608922212.1124592
FB,sell,limit,265.43,1608922212.9246018
AMZN,sell,market,,1608922213.4449885
AAPL,buy,market,,1608922213.618676
GOOG,buy,market,,1608922214.2347722
FB,sell,limit,265.9,1608922214.6763093
AAPL,sell,market,,1608922214.7366848
GOOG,sell,limit,1732.36,1608922215.5536144
AAPL,buy,limit,131.0,1608922216.42144
FB,sell,market,,1608922216.6163497
TSLA,sell,limit,659.92,1608922217.1657312
AMZN,sell,limit,3170.03,1608922218.1354198
TSLA,sell,market,,1608922218.787353
AAPL,sell,market,,1608922219.6891963
TSLA,sell,limit,659.55,1608922219.8234785
GOOG,buy,limit,1733.48,1608922220.31073
AMZN,sell,limit,3170.87,1608922220.3449984
FB,buy,limit,265.9,1608922220.5997362
FB,sell,limit,265.31,1608922221.4289021
FB,sell,limit,266.85,1608922221.9288335
FB,buy,market,,1608922222.8056116
AMZN,sell,market,,1608922223.4434154
TSLA,sell,limit,658.1,1608922223.5281456
FB,sell,limit,265.02,1608922223.540138
TSLA,buy,limit,658.17,1608922224.473611
FB,buy,market,,1608922225.3309216
AAPL,buy,market,,1608922225.4299543
GOOG,sell,market,,1608922225.8035135
GOOG,buy,market,,1608922226.4098604
AMZN,sell,market,,1608922226.6562202
TSLA,buy,market,,1608922227.5845928
FB,buy,limit,265.3,1608922228.1329148
FB,buy,limit,266.76,1608922228.6112752
FB,sell,limit,265.82,1608922229.4231231
TSLA,buy,limit,659.89,1608922229.4831998
AMZN,buy,limit,3170.91,1608922230.4058638
FB,buy,limit,265.64,1608922231.236848
AMZN,sell,market,3170.48,1608922231.4045699
FB,buy,limit,265.58,1608922232.077625
GOOG,sell,limit,1732.54,1608922232.7574985
FB,buy,limit,265.21,1608922233.637423
TSLA,buy,market,,1608922233.6610053
FB,sell,limit,266.63,1608922234.5771334
AAPL,sell,limit,131.38,1608922234.6124122
AAPL,buy,limit,131.21,1608922234.9254215
FB,sell,market,,1608922235.7738676
AAPL,buy,limit,130.28,1608922236.2432327
AMZN,buy,limit,3170.28,1608922236.3036928
GOOG,sell,market,,1608922236.7287402
TSLA,buy,market,,1608922237.2399087
TSLA,buy,limit,658.52,1608922237.4597151
FB,buy,limit,265.37,1608922237.6947217
AMZN,sell,market,,1608922238.3415983
