symbol,side,type,price,timestamp,reason
AMZN,BUY,MARKET,0.00,1608922123.9812622,no-match
GOOG,BUY,MARKET,0.00,1608922126.691838,product-halted
FB,BUY,LIMIT,266.76,1608922126.5144541,product-halted
AMZN,SELL,MARKET,0.00,1608922127.417995,no-match
AMZN,BUY,MARKET,0.00,1608922127.7977183,no-match
AAPL,BUY,MARKET,0.00,1608922128.738064,no-match
FB,BUY,LIMIT,266.74,1608922128.9523005,product-halted
FB,BUY,MARKET,0.00,1608922129.276653,product-halted
GOOG,BUY,LIMIT,1733.01,1608922130.9474,product-halted
FB,BUY,MARKET,0.00,1608922130.1952665,product-halted
TSLA,SELL,MARKET,0.00,1608922130.4479003,no-match
TSLA,SELL,MARKET,0.00,1608922130.8959618,no-match
TSLA,SELL,MARKET,0.00,1608922131.353918,no-match
GOOG,SELL,LIMIT,1733.43,1608922131.4300942,product-halted
AMZN,BUY,MARKET,0.00,1608922132.4907176,no-match
TSLA,BUY,MARKET,0.00,1608922132.5934393,no-match
FB,SELL,MARKET,0.00,1608922134.2147882,product-halted
GOOG,SELL,MARKET,0.00,1608922135.751587,product-halted
TSLA,BUY,MARKET,0.00,1608922136.4906828,no-match
TSLA,BUY,MARKET,0.00,1608922137.1590474,no-match
FB,SELL,MARKET,0.00,1608922137.5507183,product-halted
GOOG,BUY,LIMIT,1732.08,1608922139.958006,product-halted
FB,BUY,MARKET,0.00,1608922141.334425,product-halted
GOOG,BUY,LIMIT,1733.02,1608922141.7011452,product-halted
GOOG,SELL,MARKET,1733.41,1608922141.9602187,product-halted
FB,BUY,MARKET,0.00,1608922143.350415,product-halted
AAPL,SELL,MARKET,0.00,1608922143.4761295,no-match
FB,SELL,LIMIT,266.75,1608922143.7672818,product-halted
AMZN,BUY,MARKET,0.00,1608922144.1154466,no-match
GOOG,BUY,LIMIT,1733.65,1608922145.82703,product-halted
AMZN,BUY,MARKET,0.00,1608922146.9112685,no-match
GOOG,SELL,MARKET,0.00,1608922147.6938734,product-halted
TSLA,SELL,MARKET,0.00,1608922149.1891177,no-match
AAPL,SELL,MARKET,0.00,1608922150.2286599,no-match
FB,BUY,MARKET,0.00,1608922150.586988,product-halted
GOOG,SELL,LIMIT,1733.25,1608922151.58983,product-halted
GOOG,SELL,LIMIT,0.00,1608922152.8048954,product-halted
GOOG,SELL,LIMIT,1733.50,1608922152.9715152,product-halted
GOOG,BUY,MARKET,0.00,1608922153.414106,product-halted
FB,SELL,MARKET,0.00,1608922153.6316671,product-halted
TSLA,BUY,MARKET,659.60,1608922153.8546622,no-match
AAPL,SELL,MARKET,0.00,1608922154.964966,no-match
GOOG,SELL,MARKET,1732.91,1608922155.2422612,product-halted
GOOG,BUY,LIMIT,1733.41,1608922155.7238832,product-halted
FB,SELL,LIMIT,265.83,1608922156.6447706,product-halted
AAPL,BUY,MARKET,0.00,1608922157.3322976,no-match
GOOG,SELL,MARKET,0.00,1608922157.8117402,product-halted
GOOG,BUY,MARKET,0.00,1608922158.3787255,product-halted
GOOG,BUY,MARKET,0.00,1608922159.946658,product-halted
AAPL,BUY,MARKET,0.00,1608922159.5008628,no-match
GOOG,SELL,LIMIT,1733.94,1608922160.1516972,product-halted
FB,SELL,LIMIT,266.95,1608922160.9971507,product-halted
GOOG,SELL,MARKET,1733.16,1608922161.12691,product-halted
TSLA,BUY,MARKET,0.00,1608922162.1120322,no-match
FB,SELL,MARKET,0.00,1608922162.705135,product-halted
TSLA,BUY,MARKET,0.00,1608922162.7964706,no-match
FB,BUY,MARKET,266.16,1608922163.991642,product-halted
FB,BUY,LIMIT,265.52,1608922163.7167032,product-halted
FB,BUY,LIMIT,265.14,1608922163.8877554,product-halted
GOOG,BUY,LIMIT,1733.82,1608922166.99631,product-halted
FB,BUY,LIMIT,265.64,1608922166.8210237,product-halted
TSLA,BUY,MARKET,0.00,1608922168.4616058,no-match
GOOG,BUY,MARKET,0.00,1608922169.3172061,product-halted
AMZN,BUY,MARKET,0.00,1608922169.3840492,no-match
GOOG,SELL,LIMIT,1732.74,1608922170.3630981,product-halted
TSLA,BUY,MARKET,0.00,1608922173.113532,no-match
FB,BUY,MARKET,0.00,1608922173.1865442,product-halted
FB,BUY,LIMIT,265.51,1608922173.8209424,product-halted
GOOG,SELL,LIMIT,1733.69,1608922174.8783982,product-halted
GOOG,SELL,MARKET,0.00,1608922175.840856,product-halted
TSLA,BUY,MARKET,0.00,1608922176.9361537,no-match
AMZN,SELL,MARKET,0.00,1608922177.5380595,no-match
TSLA,BUY,MARKET,0.00,1608922179.7387726,no-match
FB,BUY,LIMIT,266.85,1608922180.447502,product-halted
GOOG,BUY,MARKET,0.00,1608922180.8172247,product-halted
FB,SELL,LIMIT,265.90,1608922182.2024534,product-halted
GOOG,SELL,LIMIT,1733.28,1608922182.981673,product-halted
FB,BUY,MARKET,0.00,1608922183.6433148,product-halted
AAPL,BUY,MARKET,0.00,1608922184.2564878,no-match
TSLA,BUY,MARKET,0.00,1608922186.317581,no-match
AMZN,SELL,MARKET,3170.48,1608922186.4113772,no-match
TSLA,BUY,MARKET,0.00,1608922186.5135844,no-match
TSLA,BUY,MARKET,0.00,1608922187.1416712,no-match
FB,BUY,LIMIT,266.48,1608922187.7976775,product-halted
FB,BUY,LIMIT,265.90,1608922188.5390344,product-halted
GOOG,SELL,LIMIT,1732.26,1608922189.1240702,product-halted
TSLA,SELL,MARKET,0.00,1608922189.6690848,no-match
FB,SELL,MARKET,0.00,1608922192.7131314,product-halted
AAPL,BUY,MARKET,0.00,1608922192.9222786,no-match
FB,SELL,LIMIT,265.55,1608922194.4800162,product-halted
TSLA,BUY,MARKET,0.00,1608922195.4390953,no-match
FB,BUY,MARKET,0.00,1608922196.414908,product-halted
FB,BUY,LIMIT,266.59,1608922196.6846764,product-halted
FB,SELL,LIMIT,266.53,1608922198.9200845,product-halted
AAPL,BUY,MARKET,0.00,1608922199.6242702,no-match
FB,SELL,LIMIT,266.52,1608922200.1804955,product-halted
FB,SELL,MARKET,0.00,1608922203.904148,product-halted
GOOG,BUY,LIMIT,1732.66,1608922204.9624774,product-halted
TSLA,BUY,MARKET,0.00,1608922206.8757668,no-match
GOOG,SELL,LIMIT,1733.54,1608922207.779929,product-halted
AMZN,BUY,MARKET,0.00,1608922208.764758,no-match
TSLA,BUY,MARKET,658.69,1608922209.625818,no-match
GOOG,SELL,MARKET,0.00,1608922209.9630578,product-halted
FB,SELL,MARKET,265.36,1608922210.7744157,product-halted
TSLA,BUY,MARKET,0.00,1608922212.1124592,no-match
FB,SELL,LIMIT,265.43,1608922212.9246018,product-halted
GOOG,BUY,MARKET,0.00,1608922214.2347722,product-halted
FB,SELL,LIMIT,265.90,1608922214.6763093,product-halted
GOOG,SELL,LIMIT,1732.36,1608922215.5536144,product-halted
FB,SELL,MARKET,0.00,1608922216.6163497,product-halted
TSLA,SELL,MARKET,0.00,1608922218.787353,no-match
GOOG,BUY,LIMIT,1733.48,1608922220.31073,product-halted
FB,BUY,LIMIT,265.90,1608922220.5997362,product-halted
FB,SELL,LIMIT,265.31,1608922221.4289021,product-halted
FB,SELL,LIMIT,266.85,1608922221.9288335,product-halted
FB,BUY,MARKET,0.00,1608922222.8056116,product-halted
AMZN,SELL,MARKET,0.00,1608922223.4434154,no-match
FB,SELL,LIMIT,265.02,1608922223.540138,product-halted
FB,BUY,MARKET,0.00,1608922225.3309216,product-halted
AAPL,BUY,MARKET,0.00,1608922225.4299543,no-match
GOOG,SELL,MARKET,0.00,1608922225.8035135,product-halted
GOOG,BUY,MARKET,0.00,1608922226.4098604,product-halted
AMZN,SELL,MARKET,0.00,1608922226.6562202,no-match
FB,BUY,LIMIT,265.30,1608922228.1329148,product-halted
FB,BUY,LIMIT,266.76,1608922228.6112752,product-halted
FB,SELL,LIMIT,265.82,1608922229.4231231,product-halted
FB,BUY,LIMIT,265.64,1608922231.236848,product-halted
AMZN,SELL,MARKET,3170.48,1608922231.4045699,no-match
FB,BUY,LIMIT,265.58,1608922232.77625,product-halted
GOOG,SELL,LIMIT,1732.54,1608922232.7574985,product-halted
FB,BUY,LIMIT,265.21,1608922233.637423,product-halted
FB,SELL,LIMIT,266.63,1608922234.5771334,product-halted
FB,SELL,MARKET,0.00,1608922235.7738676,product-halted
GOOG,SELL,MARKET,0.00,1608922236.7287402,product-halted
TSLA,BUY,MARKET,0.00,1608922237.2399087,no-match
FB,BUY,LIMIT,265.37,1608922237.6947217,product-halted
FB,SELL,MARKET,0.00,1608922238.4260159,product-halted
AMZN,BUY,MARKET,0.00,1608922239.5342548,no-match
AMZN,BUY,MARKET,0.00,1608922239.6723971,no-match
GOOG,BUY,LIMIT,1732.40,1608922240.678036,product-halted
TSLA,BUY,MARKET,0.00,1608922241.2201161,no-match
FB,SELL,LIMIT,266.91,1608922241.4191768,product-halted
FB,BUY,MARKET,265.90,1608922241.8599524,product-halted
FB,SELL,MARKET,0.00,1608922242.4086194,product-halted
TSLA,BUY,MARKET,0.00,1608922244.1910822,no-match
FB,SELL,MARKET,0.00,1608922244.9552996,product-halted
AMZN,SELL,MARKET,0.00,1608922246.659907,no-match
FB,BUY,LIMIT,266.70,1608922247.4195247,product-halted
GOOG,SELL,MARKET,0.00,1608922248.1975958,product-halted
TSLA,BUY,MARKET,0.00,1608922248.4866533,no-match
AMZN,BUY,MARKET,0.00,1608922248.6213038,no-match
GOOG,SELL,LIMIT,1733.87,1608922249.5384917,product-halted
TSLA,BUY,MARKET,0.00,1608922250.4364438,no-match
FB,BUY,LIMIT,266.88,1608922252.9853446,product-halted
AMZN,BUY,MARKET,0.00,1608922253.354948,no-match
AMZN,SELL,MARKET,0.00,1608922253.7270813,no-match
GOOG,BUY,LIMIT,1732.90,1608922254.2941122,product-halted
AMZN,BUY,MARKET,0.00,1608922255.1116521,no-match
GOOG,SELL,MARKET,1732.46,1608922257.1526668,product-halted
AMZN,SELL,MARKET,3171.26,1608922260.4475262,no-match
GOOG,SELL,MARKET,0.00,1608922264.580013,product-halted
FB,SELL,MARKET,0.00,1608922265.281381,product-halted
AAPL,BUY,MARKET,0.00,1608922266.443285,no-match
FB,BUY,LIMIT,265.98,1608922266.5485516,product-halted
AMZN,BUY,MARKET,0.00,1608922266.6391726,no-match
FB,SELL,LIMIT,266.76,1608922268.1855128,product-halted
AMZN,BUY,MARKET,0.00,1608922268.4181304,no-match
FB,BUY,LIMIT,265.69,1608922269.7164729,product-halted
FB,BUY,MARKET,0.00,1608922270.781115,product-halted
AAPL,BUY,MARKET,131.06,1608922271.4698381,no-match
AMZN,SELL,MARKET,0.00,1608922272.1889188,no-match
AAPL,BUY,MARKET,0.00,1608922272.5574126,no-match
AMZN,BUY,MARKET,0.00,1608922273.1825125,no-match
FB,BUY,MARKET,0.00,1608922273.7240047,product-halted
AMZN,BUY,MARKET,0.00,1608922274.1346219,no-match
GOOG,BUY,MARKET,0.00,1608922275.64168,product-halted
FB,SELL,MARKET,0.00,1608922275.3488023,product-halted
FB,BUY,MARKET,0.00,1608922276.603728,product-halted
AAPL,BUY,MARKET,0.00,1608922276.959751,no-match
AAPL,BUY,MARKET,0.00,1608922277.258766,no-match
AMZN,BUY,MARKET,0.00,1608922277.5293887,no-match
FB,SELL,MARKET,0.00,1608922278.448885,product-halted
FB,SELL,MARKET,0.00,1608922278.8673701,product-halted
FB,SELL,MARKET,0.00,1608922280.5327504,product-halted
AAPL,BUY,MARKET,0.00,1608922280.568389,no-match
TSLA,SELL,MARKET,0.00,1608922281.3245869,no-match
GOOG,BUY,MARKET,0.00,1608922282.873556,product-halted
AAPL,BUY,MARKET,0.00,1608922284.956542,no-match
AMZN,BUY,MARKET,0.00,1608922285.7045963,no-match
GOOG,BUY,LIMIT,1733.75,1608922285.7493458,product-halted
GOOG,SELL,LIMIT,1733.24,1608922286.670667,product-halted
GOOG,SELL,LIMIT,1732.70,1608922286.9714413,product-halted
FB,SELL,MARKET,0.00,1608922288.4945774,product-halted
GOOG,SELL,MARKET,0.00,1608922289.9508197,product-halted
AAPL,BUY,MARKET,0.00,1608922291.566485,no-match
FB,SELL,LIMIT,265.93,1608922291.6780555,product-halted
AMZN,BUY,MARKET,0.00,1608922292.4356503,no-match
FB,BUY,LIMIT,266.92,1608922292.9307528,product-halted
FB,SELL,LIMIT,265.06,1608922293.639001,product-halted
FB,BUY,MARKET,0.00,1608922296.918259,product-halted
FB,SELL,LIMIT,266.54,1608922297.1126864,product-halted
FB,BUY,LIMIT,265.81,1608922297.9377813,product-halted
GOOG,BUY,MARKET,0.00,1608922299.1336808,product-halted
GOOG,BUY,LIMIT,1732.39,1608922299.208784,product-halted
FB,SELL,LIMIT,266.31,1608922300.130888,product-halted
AAPL,BUY,MARKET,0.00,1608922300.8586018,no-match
GOOG,SELL,LIMIT,1732.47,1608922301.4589221,product-halted
AAPL,BUY,MARKET,0.00,1608922301.9549532,no-match
FB,SELL,MARKET,0.00,1608922302.772305,product-halted
GOOG,SELL,MARKET,0.00,1608922303.9856243,product-halted
GOOG,BUY,LIMIT,1733.54,1608922305.2868247,product-halted
FB,SELL,MARKET,0.00,1608922305.9277797,product-halted
GOOG,BUY,MARKET,0.00,1608922306.7024436,product-halted
GOOG,BUY,MARKET,0.00,1608922307.929081,product-halted
GOOG,BUY,MARKET,0.00,1608922307.6786077,product-halted
GOOG,BUY,MARKET,0.00,1608922308.6265807,product-halted
AMZN,BUY,MARKET,0.00,1608922308.8669155,no-match
GOOG,SELL,MARKET,0.00,1608922310.6967733,product-halted
GOOG,SELL,LIMIT,1732.04,1608922311.420218,product-halted
GOOG,BUY,LIMIT,1733.79,1608922311.3860722,product-halted
GOOG,BUY,LIMIT,1733.08,1608922313.4094508,product-halted
AMZN,BUY,MARKET,0.00,1608922313.5417278,no-match
TSLA,BUY,MARKET,0.00,1608922313.9735081,no-match
GOOG,BUY,LIMIT,1732.82,1608922314.8419666,product-halted
AMZN,BUY,MARKET,0.00,1608922316.3465922,no-match
FB,SELL,LIMIT,266.71,1608922317.2833986,product-halted
TSLA,BUY,MARKET,0.00,1608922319.3388882,no-match
FB,BUY,LIMIT,265.29,1608922322.3742514,product-halted
AAPL,BUY,MARKET,0.00,1608922322.7937906,no-match
AAPL,BUY,MARKET,0.00,1608922324.1720016,no-match
GOOG,BUY,LIMIT,1733.19,1608922324.6433232,product-halted
AMZN,BUY,MARKET,0.00,1608922325.2725818,no-match
GOOG,BUY,MARKET,0.00,1608922325.5307765,product-halted
AMZN,BUY,MARKET,0.00,1608922326.603595,no-match
AAPL,BUY,MARKET,0.00,1608922327.727606,no-match
FB,BUY,LIMIT,265.18,1608922328.144954,product-halted
FB,SELL,MARKET,0.00,1608922330.2447286,product-halted
GOOG,BUY,LIMIT,1733.12,1608922331.170755,product-halted
FB,SELL,LIMIT,266.00,1608922332.336846,product-halted
GOOG,SELL,LIMIT,1732.81,1608922333.3255236,product-halted
FB,BUY,LIMIT,266.98,1608922333.7627354,product-halted
FB,BUY,LIMIT,265.38,1608922334.316203,product-halted
GOOG,BUY,LIMIT,1732.95,1608922336.2905045,product-halted
AAPL,BUY,MARKET,0.00,1608922336.3169625,no-match
FB,BUY,MARKET,0.00,1608922337.7983863,product-halted
TSLA,BUY,MARKET,0.00,1608922339.624296,no-match
FB,SELL,LIMIT,266.48,1608922340.5156198,product-halted
TSLA,BUY,MARKET,0.00,1608922341.945196,no-match
GOOG,SELL,MARKET,0.00,1608922341.6109703,product-halted
GOOG,BUY,LIMIT,1733.93,1608922341.7838464,product-halted
GOOG,BUY,LIMIT,1733.58,1608922341.913543,product-halted
GOOG,BUY,MARKET,0.00,1608922343.95061,product-halted
FB,BUY,MARKET,0.00,1608922344.9152718,product-halted
GOOG,SELL,LIMIT,1733.35,1608922345.7812293,product-halted
GOOG,BUY,LIMIT,1732.40,1608922347.2721949,product-halted
GOOG,BUY,MARKET,0.00,1608922350.686341,product-halted
GOOG,SELL,LIMIT,1732.99,1608922351.7782118,product-halted
GOOG,BUY,MARKET,0.00,1608922351.8403418,product-halted
GOOG,SELL,MARKET,0.00,1608922352.515153,product-halted
TSLA,BUY,MARKET,0.00,1608922353.4147477,no-match
TSLA,BUY,MARKET,0.00,1608922353.7846794,no-match
TSLA,BUY,MARKET,0.00,1608922355.3158383,no-match
GOOG,BUY,LIMIT,0.00,1608922356.8108692,product-halted
AAPL,BUY,MARKET,0.00,1608922357.60117,no-match
GOOG,BUY,LIMIT,1732.99,1608922358.97139,product-halted
GOOG,BUY,MARKET,0.00,1608922358.4782436,product-halted
TSLA,BUY,MARKET,0.00,1608922359.8681,no-match
FB,SELL,MARKET,0.00,1608922359.952282,product-halted
FB,SELL,LIMIT,265.40,1608922360.954657,product-halted
FB,BUY,MARKET,0.00,1608922360.8238313,product-halted
GOOG,SELL,LIMIT,1733.14,1608922362.4641178,product-halted
GOOG,SELL,MARKET,0.00,1608922362.5044897,product-halted
GOOG,BUY,LIMIT,1733.97,1608922362.5157797,product-halted
GOOG,SELL,LIMIT,1733.19,1608922362.831164,product-halted
GOOG,SELL,LIMIT,1732.01,1608922363.8728395,product-halted
GOOG,BUY,LIMIT,1733.13,1608922364.636342,product-halted
FB,BUY,LIMIT,266.21,1608922365.6487522,product-halted
GOOG,SELL,MARKET,0.00,1608922367.880769,product-halted
TSLA,BUY,MARKET,0.00,1608922368.96533,no-match
TSLA,SELL,MARKET,0.00,1608922368.5180314,no-match
GOOG,SELL,MARKET,0.00,1608922369.5276635,product-halted
FB,SELL,LIMIT,266.07,1608922369.8747194,product-halted
GOOG,BUY,LIMIT,1732.60,1608922370.437691,product-halted
FB,BUY,LIMIT,266.91,1608922371.9756622,product-halted
GOOG,BUY,MARKET,0.00,1608922372.8350325,product-halted
GOOG,SELL,MARKET,0.00,1608922374.465244,product-halted
FB,BUY,MARKET,265.58,1608922375.306201,product-halted
FB,SELL,LIMIT,265.41,1608922375.5734196,product-halted
FB,SELL,LIMIT,265.23,1608922379.56239,product-halted
GOOG,SELL,MARKET,0.00,1608922379.6313343,product-halted
GOOG,BUY,LIMIT,1733.08,1608922380.3170352,product-halted
FB,BUY,MARKET,266.56,1608922380.787263,product-halted
AAPL,SELL,MARKET,0.00,1608922382.5147402,no-match
GOOG,SELL,MARKET,0.00,1608922383.720761,product-halted
AMZN,SELL,MARKET,0.00,1608922384.2107205,no-match
GOOG,BUY,MARKET,0.00,1608922385.8744895,product-halted
FB,BUY,MARKET,0.00,1608922386.5603235,product-halted
FB,SELL,MARKET,0.00,1608922387.346671,product-halted
GOOG,BUY,LIMIT,1733.71,1608922388.996163,product-halted
FB,SELL,MARKET,0.00,1608922388.1770215,product-halted
TSLA,SELL,MARKET,0.00,1608922388.8683517,no-match
GOOG,SELL,LIMIT,1733.32,1608922390.550526,product-halted
GOOG,BUY,MARKET,0.00,1608922392.254789,product-halted
GOOG,BUY,LIMIT,1732.48,1608922392.3173099,product-halted
AMZN,SELL,MARKET,0.00,1608922392.7727773,no-match
GOOG,BUY,LIMIT,1733.85,1608922392.8616982,product-halted
AAPL,SELL,MARKET,0.00,1608922393.6520438,no-match
GOOG,SELL,MARKET,1733.44,1608922395.29509,product-halted
FB,SELL,LIMIT,265.73,1608922397.7566233,product-halted
GOOG,SELL,LIMIT,1732.51,1608922398.3642898,product-halted
TSLA,SELL,MARKET,0.00,1608922398.513484,no-match
FB,SELL,MARKET,0.00,1608922400.141427,product-halted
FB,BUY,LIMIT,266.51,1608922400.1750476,product-halted
FB,SELL,MARKET,265.74,1608922400.7593615,product-halted
GOOG,BUY,MARKET,0.00,1608922400.8313413,product-halted
GOOG,BUY,LIMIT,1732.75,1608922401.398929,product-halted
GOOG,SELL,LIMIT,1732.78,1608922402.3903856,product-halted
FB,BUY,LIMIT,265.94,1608922403.112027,product-halted
FB,BUY,MARKET,266.17,1608922404.4982958,product-halted
TSLA,SELL,MARKET,658.35,1608922405.166388,no-match
AMZN,SELL,MARKET,0.00,1608922405.592338,no-match
AAPL,BUY,MARKET,0.00,1608922405.9641426,no-match
FB,BUY,MARKET,0.00,1608922406.209568,product-halted
FB,SELL,MARKET,0.00,1608922407.965011,product-halted
AAPL,SELL,MARKET,0.00,1608922408.4825706,no-match
FB,BUY,LIMIT,265.86,1608922408.9358306,product-halted
AMZN,SELL,MARKET,0.00,1608922409.615048,no-match
AMZN,SELL,MARKET,3171.83,1608922409.3647432,no-match
FB,BUY,MARKET,0.00,1608922410.1478696,product-halted
GOOG,BUY,MARKET,1733.49,1608922410.6020963,product-halted
FB,SELL,LIMIT,265.68,1608922411.355853,product-halted
GOOG,SELL,LIMIT,1732.84,1608922412.8369706,product-halted
TSLA,SELL,MARKET,0.00,1608922413.269756,no-match
GOOG,SELL,LIMIT,1733.46,1608922413.8435628,product-halted
AAPL,BUY,MARKET,0.00,1608922414.8819058,no-match
AAPL,BUY,MARKET,0.00,1608922415.852805,no-match
GOOG,BUY,LIMIT,1732.79,1608922418.9024112,product-halted
FB,BUY,MARKET,0.00,1608922419.2676551,product-halted
GOOG,BUY,MARKET,0.00,1608922420.2567,product-halted
FB,SELL,MARKET,0.00,1608922420.8472025,product-halted
GOOG,BUY,LIMIT,1732.34,1608922423.537302,product-halted
GOOG,SELL,LIMIT,1732.64,1608922424.991232,product-halted
FB,SELL,LIMIT,266.50,1608922424.6802356,product-halted
GOOG,SELL,LIMIT,1732.58,1608922427.6524496,product-halted
GOOG,SELL,LIMIT,0.00,1608922428.3981485,product-halted
GOOG,SELL,MARKET,0.00,1608922429.461815,product-halted
FB,BUY,MARKET,0.00,1608922429.5627184,product-halted
FB,SELL,LIMIT,265.13,1608922430.554085,product-halted
TSLA,BUY,MARKET,0.00,1608922431.2813075,no-match
GOOG,SELL,MARKET,0.00,1608922431.4819028,product-halted
TSLA,BUY,MARKET,0.00,1608922433.3794065,no-match
AMZN,SELL,MARKET,3170.30,1608922433.980219,no-match
FB,BUY,LIMIT,266.13,1608922434.4540985,product-halted
GOOG,BUY,LIMIT,1733.77,1608922434.5198817,product-halted
AMZN,SELL,MARKET,0.00,1608922435.7074196,no-match
GOOG,BUY,LIMIT,1733.94,1608922435.910895,product-halted
FB,SELL,MARKET,0.00,1608922436.4937172,product-halted
FB,SELL,MARKET,0.00,1608922436.6385882,product-halted
FB,SELL,MARKET,0.00,1608922437.9787722,product-halted
GOOG,BUY,LIMIT,1732.70,1608922438.2117076,product-halted
FB,BUY,MARKET,0.00,1608922442.4869409,product-halted
AMZN,BUY,MARKET,0.00,1608922443.2326236,no-match
GOOG,BUY,LIMIT,1733.00,1608922443.516561,product-halted
AAPL,BUY,MARKET,0.00,1608922444.5557346,no-match
TSLA,SELL,MARKET,0.00,1608922445.2429235,no-match
AMZN,BUY,MARKET,0.00,1608922446.218513,no-match
GOOG,BUY,MARKET,0.00,1608922446.7618659,product-halted
GOOG,BUY,LIMIT,1733.28,1608922447.8247883,product-halted
FB,BUY,MARKET,0.00,1608922449.1781194,product-halted
GOOG,SELL,MARKET,0.00,1608922449.7025194,product-halted
FB,BUY,LIMIT,266.66,1608922450.583143,product-halted
GOOG,BUY,MARKET,0.00,1608922451.348444,product-halted
FB,BUY,LIMIT,265.51,1608922452.7315187,product-halted
GOOG,BUY,LIMIT,1733.01,1608922454.5541067,product-halted
AAPL,BUY,MARKET,0.00,1608922456.103471,no-match
GOOG,SELL,MARKET,0.00,1608922456.2377598,product-halted
GOOG,BUY,MARKET,0.00,1608922458.6433291,product-halted
FB,BUY,MARKET,0.00,1608922458.7464833,product-halted
GOOG,BUY,LIMIT,1732.78,1608922459.3833697,product-halted
FB,SELL,LIMIT,266.63,1608922460.253625,product-halted
GOOG,SELL,LIMIT,1732.73,1608922460.3540292,product-halted
FB,BUY,MARKET,0.00,1608922461.227349,product-halted
GOOG,BUY,MARKET,0.00,1608922462.8419,product-halted
AAPL,BUY,MARKET,0.00,1608922462.2824469,no-match
AAPL,BUY,MARKET,0.00,1608922463.8945947,no-match
GOOG,BUY,MARKET,0.00,1608922464.8286061,product-halted
AAPL,BUY,MARKET,0.00,1608922465.559657,no-match
FB,BUY,LIMIT,265.04,1608922466.5094376,product-halted
TSLA,SELL,MARKET,0.00,1608922467.3569946,no-match
FB,BUY,LIMIT,265.81,1608922468.6206088,product-halted
FB,SELL,LIMIT,265.85,1608922470.58625,product-halted
GOOG,BUY,LIMIT,0.00,1608922470.5897968,product-halted
GOOG,BUY,LIMIT,1733.40,1608922471.4484165,product-halted
GOOG,SELL,MARKET,0.00,1608922475.2523222,product-halted
FB,SELL,MARKET,0.00,1608922476.9252868,product-halted
GOOG,BUY,MARKET,0.00,1608922477.2506788,product-halted
TSLA,BUY,MARKET,658.97,1608922477.867069,no-match
GOOG,SELL,MARKET,0.00,1608922479.3221853,product-halted
FB,SELL,MARKET,0.00,1608922479.9112926,product-halted
AMZN,BUY,MARKET,0.00,1608922480.8512251,no-match
GOOG,SELL,LIMIT,1733.19,1608922481.9649942,product-halted
FB,BUY,LIMIT,265.01,1608922483.5547383,product-halted
GOOG,SELL,LIMIT,1733.79,1608922484.9536977,product-halted
GOOG,BUY,MARKET,0.00,1608922485.6548617,product-halted
FB,BUY,MARKET,0.00,1608922486.5469341,product-halted
GOOG,SELL,LIMIT,1732.87,1608922487.4004498,product-halted
AAPL,BUY,MARKET,0.00,1608922487.7980523,no-match
GOOG,BUY,LIMIT,1732.69,1608922491.1506808,product-halted
FB,BUY,LIMIT,266.56,1608922492.2417822,product-halted
GOOG,BUY,LIMIT,1733.60,1608922495.8684413,product-halted
GOOG,SELL,LIMIT,1733.52,1608922497.302209,product-halted
GOOG,BUY,LIMIT,1732.35,1608922497.9232361,product-halted
TSLA,BUY,MARKET,658.20,1608922498.1756392,no-match
GOOG,BUY,LIMIT,1732.66,1608922498.4640708,product-halted
FB,BUY,MARKET,0.00,1608922499.945506,product-halted
AAPL,BUY,MARKET,0.00,1608922500.3692164,no-match
GOOG,SELL,LIMIT,1732.97,1608922501.538901,product-halted
FB,BUY,LIMIT,266.04,1608922503.9124665,product-halted
FB,BUY,MARKET,0.00,1608922505.839922,product-halted
AAPL,BUY,MARKET,0.00,1608922505.8352482,no-match
FB,SELL,MARKET,0.00,1608922506.6673594,product-halted
AAPL,BUY,MARKET,0.00,1608922507.9368474,no-match
TSLA,SELL,MARKET,0.00,1608922508.8629594,no-match
FB,BUY,LIMIT,266.55,1608922509.8498392,product-halted
GOOG,BUY,LIMIT,1732.49,1608922512.8841512,product-halted
GOOG,BUY,LIMIT,1732.76,1608922513.2256892,product-halted
AMZN,SELL,MARKET,3170.62,1608922515.5950708,no-match
FB,SELL,MARKET,0.00,1608922516.7910557,product-halted
GOOG,SELL,LIMIT,1732.35,1608922517.8673422,product-halted
TSLA,SELL,MARKET,658.96,1608922518.902286,no-match
GOOG,BUY,MARKET,0.00,1608922518.8532777,product-halted
AMZN,BUY,MARKET,0.00,1608922519.685239,no-match
FB,SELL,MARKET,0.00,1608922519.87822,product-halted
AMZN,BUY,MARKET,3171.36,1608922520.1545,no-match
AAPL,BUY,MARKET,0.00,1608922523.7113502,no-match
FB,BUY,LIMIT,266.23,1608922524.7890778,product-halted
GOOG,BUY,LIMIT,1732.08,1608922526.9871483,product-halted
GOOG,BUY,LIMIT,1733.88,1608922527.921981,product-halted
FB,SELL,LIMIT,266.50,1608922535.481943,product-halted
FB,BUY,LIMIT,266.49,1608922536.773784,product-halted
AMZN,BUY,MARKET,0.00,1608922537.708113,no-match
GOOG,BUY,LIMIT,1733.43,1608922537.7916431,product-halted
FB,SELL,MARKET,0.00,1608922538.4683173,product-halted
GOOG,SELL,LIMIT,1733.66,1608922540.2214334,product-halted
FB,SELL,MARKET,0.00,1608922540.9486747,product-halted
AMZN,BUY,MARKET,0.00,1608922541.3784628,no-match
